,created_at,full_text,likes_count,mentioning_users/0,mentioning_users/1,mentioning_users/2,mentioning_users/3,mentioning_users/4,mentioning_users/5,mentioning_users/6,mentioning_users/7,mentioning_users/8,mentioning_users/9,mentioning_users/10,mentioning_users/11,mentioning_users/12,mentioning_users/13,mentioning_users/14,mentioning_users/15,played_count,quotes_count,replies_count,replying_to/0,replying_to/1,replying_to/2,replying_to/3,replying_to/4,replying_to/5,replying_to/6,replying_to/7,replying_to/8,replying_to/9,replying_to/10,replying_to/11,replying_to/12,replying_to/13,replying_to/14,replying_to/15,replying_to/16,replying_to/17,replying_to/18,replying_to/19,replying_to/20,replying_to/21,replying_to/22,replying_to/23,replying_to/24,replying_to/25,replying_to/26,replying_to/27,replying_to/28,replying_to/29,replying_to/30,replying_to/31,replying_to/32,replying_to/33,replying_to/34,replying_to/35,replying_to/36,replying_to/37,replying_to/38,replying_to/39,replying_to/40,replying_to/41,replying_to/42,replying_to/43,replying_to/44,replying_to/45,replying_to/46,replying_to/47,retweeted_by,retweets_count,tweet_hashtags/0,tweet_hashtags/1,tweet_hashtags/2,tweet_hashtags/3,tweet_hashtags/4,tweet_hashtags/5,tweet_hashtags/6,tweet_hashtags/7,tweet_hashtags/8,tweet_hashtags/9,tweet_hashtags/10,tweet_hashtags/11,tweet_hashtags/12,tweet_hashtags/13,tweet_hashtags/14,tweet_hashtags/15,tweet_hashtags/16,tweet_hashtags/17,tweet_hashtags/18,tweet_hashtags/19,tweet_hashtags/20,tweet_hashtags/21,tweet_hashtags/22,tweet_hashtags/23,tweet_id,tweet_links/0,tweet_links/1,tweet_links/2,tweet_links/3,url,user_is_verified,user_name,language
1021,Fri Mar 03 05:54:00 +00:00 2023,"Une action judiciaire est en cours aux …tats-Unis contre le laboratoire Merck pour avoir exagÈrÈ les bÈnÈfices du ##Gardasil et masquÈ de possibles effets secondaires."" ""Et on continue. L'enfumage du vaccin anti-#covid n'a pas suffi.",34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,29,##Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1631533605670223872,,,,,https://twitter.com/hdebonnevolonte/status/1631533605670223872,true,bdb19518,fr
1060,Wed Jul 19 23:47:00 +00:00 2023,"The most important video youíll ever watch. All facts, zero theory. This will show you what #Agenda2030 has in store for us. That all establishment parties have committed to in this country. Share it with your friends, family, co-workers, and neighbours. "" ""rumble.com/v1q1xes-covid10-aÖ",163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,160,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1681813132535054342,https://rumble.com/v1q1xes-covid10-and-the-un-agenda-2030sdgs.html,,,,https://twitter.com/MarkFriesen08/status/1681813132535054342,true,700e854b,en
1077,Wed Aug 02 23:44:00 +00:00 2023,"???? NEVER trade your bio-metric data for a sh!tco!n"" ""Digital ID + #CBDC ? #Agenda2030 ? 24/7 digital surveillance",157,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,6,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,75,#CBDC,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1686885678255407105,,,,,https://twitter.com/Resist_CBDC/status/1686885678255407105,true,3f86250d,it
1109,Sat Aug 26 23:46:00 +00:00 2023,Conservative bot    ?????? #AI #gender craziness #NWO #GreatReject of #Agenda2030,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,22b0299b,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#AI,#gender,#NWO,#GreatReject,#Agenda2030,,,,,,,,,,,,,,,,,,,,1695583593274204561,,,,,https://twitter.com/Conservatist_2/status/1695583593274204561,true,43b22f95,en
1166,Wed Aug 02 23:36:00 +00:00 2023,"Trudeau's underage sex scandal accuser was paid 2.25 MILLION for non-disclosure agreement.??"" #Pedophile #Globalists ARE #WEF #NWO #WHO #UN #Agenda2030 #TrudeauDivorce #SophieTrudeau?? ""israelnationalnews.com/news/Ö via @ArutzSheva_En",2,fc577286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,3,#Pedophile,#Globalists,#WEF,#NWO,#WHO,#UN,#Agenda2030,#TrudeauDivorce,#SophieTrudeau??,,,,,,,,,,,,,,,,1686883666931130368,https://www.israelnationalnews.com/news/270001?utm_source=twitter&utm_medium=social&utm_campaign=share,,,,https://twitter.com/FearlessFriends/status/1686883666931130368,true,05618311,en
1214,Sun Aug 06 23:15:00 +00:00 2023,"Still think the World Economic Forum is just an innocent think tank?"" Watch this!   ?????? Its not a ' conspiracy theory ' when Klaus Schwab openly talks about his plans.  ""#WorldEconomicForum #KlausSchwab #thegreatreset #NewWorldOrder #Agenda2030",60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,7,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,38,#WorldEconomicForum,#KlausSchwab,#thegreatreset,#NewWorldOrder,#Agenda2030,,,,,,,,,,,,,,,,,,,,1688327931842498560,,,,,https://twitter.com/wokeworldorder_/status/1688327931842498560,true,8b6781b9,en
1228,Fri Mar 03 04:09:00 +00:00 2023,"??Re-Tweet?? EMacron  appelle ‡ vacciner les #enfants et les adolescents au #Gardasil, contre les infections ‡ papillomavirus humains (HPV). Au USA en mÍme temps un procËs qui a dÈbutÈ ‡ propos des effets secondaires de ce pseudo vaccin mortifËre . francesoir.fr/societe-sante/Ö",217,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,14,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,211,#enfants,"#Gardasil,",,,,,,,,,,,,,,,,,,,,,,,1631507101431263232,https://www.francesoir.fr/societe-sante/gardasil-l-etonnante-precipitation-d-emmanuel-macron-pour-vacciner-les-enfants,,,,https://twitter.com/Resistance_SM/status/1631507101431263232,true,abd0d0bf,fr
1253,Sat Jun 17 23:47:00 +00:00 2023,"Done! "" Pls share ???? No  vaccines  for  livestock!   ""#auspol #WEFpuppet #Australia #Livestock #NSWpol #satanism #BillGates #Klaus #DepopulationAgenda #Agenda2030 #Albo #Klaus #farmers #FarmersProtest #WEFpuppet #WEF",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#auspol,#WEFpuppet,#Australia,#Livestock,#NSWpol,#satanism,#BillGates,#Klaus,#DepopulationAgenda,#Agenda2030,#Albo,#Klaus,#farmers,#FarmersProtest,#WEFpuppet,#WEF,,,,,,,,,1670216591924146176,,,,,https://twitter.com/AustraliaCalli1/status/1670216591924146176,true,dbc79dbc,en
1258,Mon Jun 19 23:54:00 +00:00 2023,"If they are imposing #MassUnvettedImmigration and not vetting them,displacing their own citizens and overlooking the safety of citizens then you absolutely know itís part of #Agenda2030.Create the problem,offer the solution.",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,88e7edb8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#MassUnvettedImmigration,#Agenda2030.Create,,,,,,,,,,,,,,,,,,,,,,,1670943193725116418,,,,,https://twitter.com/SweetRedLeaf/status/1670943193725116418,true,9b358eed,en
1259,Mon Aug 14 23:29:00 +00:00 2023,#GeorgeSoros #GretaThunberg #yep #planted #Agenda2030,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#GeorgeSoros,#GretaThunberg,#yep,#planted,#Agenda2030,,,,,,,,,,,,,,,,,,,,1691230660583739392,,,,,https://twitter.com/IamIndridCold/status/1691230660583739392,true,efaba29f,en
1260,Sat Jul 29 23:19:00 +00:00 2023,Lies. This is #Agenda2030 and everyone knows it,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,3,bbfe29dc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1685429852143222784,,,,,https://twitter.com/Bgkaster/status/1685429852143222784,true,245fe773,en
1304,Fri Jun 23 23:45:00 +00:00 2023,I think itís allegedly the 3 billion dollar ?? question. Allegedly! She knows too much about parliament King Charles and the WEF.  #MoneyLaundering #Ukraine #WEF #Globalists #Agenda2030,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,c12a9440,be6192ed,99f2ef7c,5fc0e2ab,d9452826,7df613cf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#MoneyLaundering,#Ukraine,#WEF,#Globalists,#Agenda2030,,,,,,,,,,,,,,,,,,,,1672390347555479552,,,,,https://twitter.com/arhselk/status/1672390347555479552,true,6cb3a62e,en
1326,Sat Jul 29 23:09:00 +00:00 2023,"???? SOCIAL CREDIT SYSTEM   "" ""ALL roads lead through Digital ID + #CBDC ? #Agenda2030",212,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,110,#CBDC,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1685427426791424007,,,,,https://twitter.com/Resist_CBDC/status/1685427426791424007,true,3f86250d,en
1338,Fri Jun 23 23:40:00 +00:00 2023,Iím just a regular Canadian.Iím hypothetically letting you know in advance that I (with many other Regular Canadians ) will be responsible for the next one.Just so you donít get confused.This is MY country.#Globalism and #Agenda2030 and the #WEF are NOT WELCOME.#CanadaIsCanada,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,220604c6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Agenda2030,#WEF,,,,,,,,,,,,,,,,,,,,,,,1672389117282332674,,,,,https://twitter.com/SweetRedLeaf/status/1672389117282332674,true,9b358eed,en
1339,Sun Jun 25 23:47:00 +00:00 2023,"Les feux de forÍt font partie du plan Ö Denver airport , prÈdit ‡ líavance comme le reste ! """"#Agenda2030",183,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,4,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,78,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1673115664125501443,,,,,https://twitter.com/HumanPatriot1/status/1673115664125501443,true,651e920b,fr
1344,Tue Aug 08 23:24:00 +00:00 2023,#ClimateScam #Agenda2030 #Hypocrisy #15minutescity #Mining,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#ClimateScam,#Agenda2030,#Hypocrisy,#15minutescity,#Mining,,,,,,,,,,,,,,,,,,,,1689055052722270208,,,,,https://twitter.com/RedPillLaredo/status/1689055052722270208,true,2439de17,en
1363,Thu Jul 13 23:33:00 +00:00 2023,"Doesn't matter, because If you price us out of home ownership for #Agenda2030 there will be absolute hell to pay",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,b3a4e9d1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1679635291890663424,,,,,https://twitter.com/bobby_biff/status/1679635291890663424,true,50cfe6ca,en
1404,Sat Jun 17 23:35:00 +00:00 2023,"Thatís because they want to hide the pain of middle class losing their wealth/ real estate ??""""îYou  will  own  nothing  and  be  happyî  #WEFagenda2030 #WEFpuppet #WEF #Agenda2030 #auspol #vicpol #NSWpol",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,d5bfa1d9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,#WEFagenda2030,#WEFpuppet,#WEF,#Agenda2030,#auspol,#vicpol,#NSWpol,,,,,,,,,,,,,,,,,,1670213730058248192,,,,,https://twitter.com/AustraliaCalli1/status/1670213730058248192,true,dbc79dbc,en
1406,Sun Jun 25 23:41:00 +00:00 2023,"?? Larry Fink  is one of the big  $$ plays pushing ESG (Environmental, Social & Governance) scores - i.e. a corporate social credit system for the #NWO - #GreatReset - #Agenda2030.    "" People know Klaus now.   ""RT ?? and let's make Larry Fink a household name, in a bad way.",20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,13,#NWO,#GreatReset,#Agenda2030.,,,,,,,,,,,,,,,,,,,,,,1673114130247712768,,,,,https://twitter.com/Resist_CBDC/status/1673114130247712768,true,3f86250d,en
1408,Sat Jun 03 23:54:00 +00:00 2023,The Great Awakening Global Premiere Livestream - The HighWire #thegreatawakening LIVE EVENT IS NOW!!!! #delbigtree #agenda2030  thehighwire.com/thegreatawakÖ,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#thegreatawakening,#delbigtree,#agenda2030,,,,,,,,,,,,,,,,,,,,,,1665145016249925632,https://thehighwire.com/thegreatawakeningpremiere/,,,,https://twitter.com/h_hexxe/status/1665145016249925632,true,2b4a684f,en
1432,Sun Jun 25 23:36:00 +00:00 2023,"?? """"""""You will own nothing . . . """""""" The #GreatReset and #Agenda2030 are a wealth transfer from poor to rich. You know Klaus, do you know this guy ?? He's our new target."" ""RT ?? to make him a household name.",8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,7,#GreatReset,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1673113068530987008,,,,,https://twitter.com/Resist_CBDC/status/1673113068530987008,true,3f86250d,en
1475,Mon Jul 17 23:23:00 +00:00 2023,"""""We need the empowerment of women to change the world to a better place."""""""" - Honored to have @k_edtstadler, Federal Minister for the EU and Constitution speaking on the crucial role of female leadership to advance the #Agenda2030 "" ""@bkagvat",2,3d44c2e3,91b88f70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,3,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1681082169517649921,,,,,https://twitter.com/bankimooncentre/status/1681082169517649921,true,9eeb6e53,en
1519,Mon Jun 19 23:11:00 +00:00 2023,#agenda2030 they want y'all dead-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,21e67beb,5987b258,71cc7228,4e62db95,65923b3d,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1670932461478608896,,,,,https://twitter.com/WestMDK22/status/1670932461478608896,true,40c5479e,en
1533,Wed Aug 02 23:21:00 +00:00 2023,"It is crucial to align the #SDG #Agenda2030 with the #Agenda2063 for the #AfricanUnion.†"" Watch @GopaulP, @mdjkitulu, Gopalkrishna A Tadas, @NityaMohanK, @AnnaK_Hornidge at the #T20Summit.  #G20India #Think20India† @g20org @orfonline ""piped.video/live/KPonvk67QjYÖ",2,c3bfaba8,a1855d53,80b3d26e,71266bf3,a3731705,9fc552a1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2,#SDG,#Agenda2030,#Agenda2063,#AfricanUnion.†,#T20Summit.,#G20India,#Think20India†,,,,,,,,,,,,,,,,,,1686879802198790144,https://piped.video/live/KPonvk67QjY?feature=share,,,,https://twitter.com/T20org/status/1686879802198790144,true,b48cebe7,en
1536,Tue Jul 11 23:13:00 +00:00 2023,"#ClimateScam #Agenda2030"" ""piped.video/KGn-6kGoD0c",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,cdcc527c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#ClimateScam,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1678905271828242432,https://piped.video/KGn-6kGoD0c,,,,https://twitter.com/bobby_biff/status/1678905271828242432,true,50cfe6ca,it
1542,Wed Jun 07 23:50:00 +00:00 2023,Omg. Here we go again with the FEAR mongering. #agenda2030 on steroids.,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1666593514195386368,,,,,https://twitter.com/zowie07086/status/1666593514195386368,true,1ede24a3,en
1546,Fri Jun 09 23:45:00 +00:00 2023,What a clown this guy is. Speaking liars. Do you remember me asking you the question about #Agenda2030 and the sustainable development goals?  You know the agenda the party you lead has committed to. The same agenda that the WEF partnered with UN to achieve. This shit is on you.,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,4,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,53,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1667316950978949120,,,,,https://twitter.com/MarkFriesen08/status/1667316950978949120,true,700e854b,en
